,URL,amount,nutrient,recipe
12,https://www.allrecipes.com/recipe/200623/saras-iced-coffee/,0mg,Iron,Sara's Iced Coffee
13,https://www.allrecipes.com/recipe/200623/saras-iced-coffee/,0mg,Thiamin,Sara's Iced Coffee
14,https://www.allrecipes.com/recipe/200623/saras-iced-coffee/,1mg,Niacin,Sara's Iced Coffee
15,https://www.allrecipes.com/recipe/200623/saras-iced-coffee/,0mg,Vitamin B6,Sara's Iced Coffee
16,https://www.allrecipes.com/recipe/200623/saras-iced-coffee/,11mg,Magnesium,Sara's Iced Coffee
17,https://www.allrecipes.com/recipe/200623/saras-iced-coffee/,6mcg,Folate,Sara's Iced Coffee
0,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,41.5g,Total Fat,Spinach and Bacon Quiche
1,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,20.0g,Saturated Fat,Spinach and Bacon Quiche
2,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,240mg,Cholesterol,Spinach and Bacon Quiche
3,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,744mg,Sodium,Spinach and Bacon Quiche
4,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,343mg,Potassium,Spinach and Bacon Quiche
5,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,14.3g,Total Carbohydrates,Spinach and Bacon Quiche
6,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,2g,Dietary Fiber,Spinach and Bacon Quiche
7,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,19.8g,Protein,Spinach and Bacon Quiche
8,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,1g,Sugars,Spinach and Bacon Quiche
9,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,5293IU,Vitamin A,Spinach and Bacon Quiche
10,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,4mg,Vitamin C,Spinach and Bacon Quiche
11,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,284mg,Calcium,Spinach and Bacon Quiche
12,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,2mg,Iron,Spinach and Bacon Quiche
13,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,0mg,Thiamin,Spinach and Bacon Quiche
14,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,7mg,Niacin,Spinach and Bacon Quiche
15,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,0mg,Vitamin B6,Spinach and Bacon Quiche
16,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,50mg,Magnesium,Spinach and Bacon Quiche
17,https://www.allrecipes.com/recipe/216724/spinach-and-bacon-quiche/,96mcg,Folate,Spinach and Bacon Quiche
0,https://www.allrecipes.com/recipe/17571/real-french-crepes/,2.3g,Total Fat,Real French Crepes
1,https://www.allrecipes.com/recipe/17571/real-french-crepes/,1.0g,Saturated Fat,Real French Crepes
2,https://www.allrecipes.com/recipe/17571/real-french-crepes/,32mg,Cholesterol,Real French Crepes
3,https://www.allrecipes.com/recipe/17571/real-french-crepes/,39mg,Sodium,Real French Crepes
4,https://www.allrecipes.com/recipe/17571/real-french-crepes/,133mg,Potassium,Real French Crepes
5,https://www.allrecipes.com/recipe/17571/real-french-crepes/,16.9g,Total Carbohydrates,Real French Crepes
6,https://www.allrecipes.com/recipe/17571/real-french-crepes/,0.5g,Dietary Fiber,Real French Crepes
7,https://www.allrecipes.com/recipe/17571/real-french-crepes/,5g,Protein,Real French Crepes
8,https://www.allrecipes.com/recipe/17571/real-french-crepes/,3g,Sugars,Real French Crepes
9,https://www.allrecipes.com/recipe/17571/real-french-crepes/,167IU,Vitamin A,Real French Crepes
10,https://www.allrecipes.com/recipe/17571/real-french-crepes/,0mg,Vitamin C,Real French Crepes
11,https://www.allrecipes.com/recipe/17571/real-french-crepes/,88mg,Calcium,Real French Crepes
12,https://www.allrecipes.com/recipe/17571/real-french-crepes/,1mg,Iron,Real French Crepes
13,https://www.allrecipes.com/recipe/17571/real-french-crepes/,0mg,Thiamin,Real French Crepes
14,https://www.allrecipes.com/recipe/17571/real-french-crepes/,2mg,Niacin,Real French Crepes
15,https://www.allrecipes.com/recipe/17571/real-french-crepes/,0mg,Vitamin B6,Real French Crepes
16,https://www.allrecipes.com/recipe/17571/real-french-crepes/,12mg,Magnesium,Real French Crepes
17,https://www.allrecipes.com/recipe/17571/real-french-crepes/,40mcg,Folate,Real French Crepes
0,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,26.9g,Total Fat,Persimmon Bread I
1,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,4.0g,Saturated Fat,Persimmon Bread I
2,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,62mg,Cholesterol,Persimmon Bread I
3,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,429mg,Sodium,Persimmon Bread I
4,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,313mg,Potassium,Persimmon Bread I
5,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,73.3g,Total Carbohydrates,Persimmon Bread I
6,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,2.7g,Dietary Fiber,Persimmon Bread I
7,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,7.5g,Protein,Persimmon Bread I
8,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,33g,Sugars,Persimmon Bread I
9,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,84IU,Vitamin A,Persimmon Bread I
10,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,26mg,Vitamin C,Persimmon Bread I
11,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,44mg,Calcium,Persimmon Bread I
12,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,3mg,Iron,Persimmon Bread I
13,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,0mg,Thiamin,Persimmon Bread I
14,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,4mg,Niacin,Persimmon Bread I
15,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,0mg,Vitamin B6,Persimmon Bread I
16,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,28mg,Magnesium,Persimmon Bread I
17,https://www.allrecipes.com/recipe/6701/persimmon-bread-i/,78mcg,Folate,Persimmon Bread I
0,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,18g,Total Fat,Cinnamon Carrot Bread
1,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,2.0g,Saturated Fat,Cinnamon Carrot Bread
2,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,31mg,Cholesterol,Cinnamon Carrot Bread
3,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,206mg,Sodium,Cinnamon Carrot Bread
4,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,89mg,Potassium,Cinnamon Carrot Bread
5,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,34.9g,Total Carbohydrates,Cinnamon Carrot Bread
6,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,1.4g,Dietary Fiber,Cinnamon Carrot Bread
7,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,3.7g,Protein,Cinnamon Carrot Bread
8,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,18g,Sugars,Cinnamon Carrot Bread
9,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,1575IU,Vitamin A,Cinnamon Carrot Bread
10,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,1mg,Vitamin C,Cinnamon Carrot Bread
11,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,65mg,Calcium,Cinnamon Carrot Bread
12,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,1mg,Iron,Cinnamon Carrot Bread
13,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,0mg,Thiamin,Cinnamon Carrot Bread
14,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,2mg,Niacin,Cinnamon Carrot Bread
15,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,0mg,Vitamin B6,Cinnamon Carrot Bread
16,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,13mg,Magnesium,Cinnamon Carrot Bread
17,https://www.allrecipes.com/recipe/6702/cinnamon-carrot-bread/,45mcg,Folate,Cinnamon Carrot Bread
0,https://www.allrecipes.com/recipe/23758/mimosa/,0.1g,Total Fat,Mimosa
1,https://www.allrecipes.com/recipe/23758/mimosa/,0.0g,Saturated Fat,Mimosa
2,https://www.allrecipes.com/recipe/23758/mimosa/,0mg,Cholesterol,Mimosa
3,https://www.allrecipes.com/recipe/23758/mimosa/,5mg,Sodium,Mimosa
4,https://www.allrecipes.com/recipe/23758/mimosa/,155mg,Potassium,Mimosa
5,https://www.allrecipes.com/recipe/23758/mimosa/,5.8g,Total Carbohydrates,Mimosa
6,https://www.allrecipes.com/recipe/23758/mimosa/,0.1g,Dietary Fiber,Mimosa
7,https://www.allrecipes.com/recipe/23758/mimosa/,0.3g,Protein,Mimosa
8,https://www.allrecipes.com/recipe/23758/mimosa/,3g,Sugars,Mimosa
9,https://www.allrecipes.com/recipe/23758/mimosa/,62IU,Vitamin A,Mimosa
10,https://www.allrecipes.com/recipe/23758/mimosa/,16mg,Vitamin C,Mimosa
11,https://www.allrecipes.com/recipe/23758/mimosa/,11mg,Calcium,Mimosa
12,https://www.allrecipes.com/recipe/23758/mimosa/,0mg,Iron,Mimosa
13,https://www.allrecipes.com/recipe/23758/mimosa/,0mg,Thiamin,Mimosa
14,https://www.allrecipes.com/recipe/23758/mimosa/,0mg,Niacin,Mimosa
15,https://www.allrecipes.com/recipe/23758/mimosa/,0mg,Vitamin B6,Mimosa
16,https://www.allrecipes.com/recipe/23758/mimosa/,14mg,Magnesium,Mimosa
17,https://www.allrecipes.com/recipe/23758/mimosa/,10mcg,Folate,Mimosa
0,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,14.6g,Total Fat,Oyakodon (Japanese Chicken and Egg Rice Bowl)
1,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,4.0g,Saturated Fat,Oyakodon (Japanese Chicken and Egg Rice Bowl)
2,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,208mg,Cholesterol,Oyakodon (Japanese Chicken and Egg Rice Bowl)
3,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,1226mg,Sodium,Oyakodon (Japanese Chicken and Egg Rice Bowl)
4,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,510mg,Potassium,Oyakodon (Japanese Chicken and Egg Rice Bowl)
5,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,97.9g,Total Carbohydrates,Oyakodon (Japanese Chicken and Egg Rice Bowl)
6,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,2.2g,Dietary Fiber,Oyakodon (Japanese Chicken and Egg Rice Bowl)
7,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,35.3g,Protein,Oyakodon (Japanese Chicken and Egg Rice Bowl)
8,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,17g,Sugars,Oyakodon (Japanese Chicken and Egg Rice Bowl)
9,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,311IU,Vitamin A,Oyakodon (Japanese Chicken and Egg Rice Bowl)
10,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,4mg,Vitamin C,Oyakodon (Japanese Chicken and Egg Rice Bowl)
11,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,80mg,Calcium,Oyakodon (Japanese Chicken and Egg Rice Bowl)
12,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,3mg,Iron,Oyakodon (Japanese Chicken and Egg Rice Bowl)
13,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,0mg,Thiamin,Oyakodon (Japanese Chicken and Egg Rice Bowl)
14,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,11mg,Niacin,Oyakodon (Japanese Chicken and Egg Rice Bowl)
15,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,0mg,Vitamin B6,Oyakodon (Japanese Chicken and Egg Rice Bowl)
16,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,46mg,Magnesium,Oyakodon (Japanese Chicken and Egg Rice Bowl)
17,https://www.allrecipes.com/recipe/128589/oyakodon-japanese-chicken-and-egg-rice-bowl/,57mcg,Folate,Oyakodon (Japanese Chicken and Egg Rice Bowl)
0,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,8.7g,Total Fat,Spiced Bacon Twists
1,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,3.0g,Saturated Fat,Spiced Bacon Twists
2,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,20mg,Cholesterol,Spiced Bacon Twists
3,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,438mg,Sodium,Spiced Bacon Twists
4,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,144mg,Potassium,Spiced Bacon Twists
5,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,28g,Total Carbohydrates,Spiced Bacon Twists
6,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,0.2g,Dietary Fiber,Spiced Bacon Twists
7,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,7.6g,Protein,Spiced Bacon Twists
8,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,27g,Sugars,Spiced Bacon Twists
9,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,32IU,Vitamin A,Spiced Bacon Twists
10,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,0mg,Vitamin C,Spiced Bacon Twists
11,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,32mg,Calcium,Spiced Bacon Twists
12,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,1mg,Iron,Spiced Bacon Twists
13,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,0mg,Thiamin,Spiced Bacon Twists
14,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,3mg,Niacin,Spiced Bacon Twists
15,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,0mg,Vitamin B6,Spiced Bacon Twists
16,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,9mg,Magnesium,Spiced Bacon Twists
17,https://www.allrecipes.com/recipe/163777/spiced-bacon-twists/,1mcg,Folate,Spiced Bacon Twists
0,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,15.8g,Total Fat,Extreme Veggie Scrambled Eggs
1,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,4.0g,Saturated Fat,Extreme Veggie Scrambled Eggs
2,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,192mg,Cholesterol,Extreme Veggie Scrambled Eggs
3,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,159mg,Sodium,Extreme Veggie Scrambled Eggs
4,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,134mg,Potassium,Extreme Veggie Scrambled Eggs
5,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,2.4g,Total Carbohydrates,Extreme Veggie Scrambled Eggs
6,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,0.3g,Dietary Fiber,Extreme Veggie Scrambled Eggs
7,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,8.1g,Protein,Extreme Veggie Scrambled Eggs
8,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,2g,Sugars,Extreme Veggie Scrambled Eggs
9,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,376IU,Vitamin A,Extreme Veggie Scrambled Eggs
10,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,7mg,Vitamin C,Extreme Veggie Scrambled Eggs
11,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,75mg,Calcium,Extreme Veggie Scrambled Eggs
12,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,1mg,Iron,Extreme Veggie Scrambled Eggs
13,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,0mg,Thiamin,Extreme Veggie Scrambled Eggs
14,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,2mg,Niacin,Extreme Veggie Scrambled Eggs
15,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,0mg,Vitamin B6,Extreme Veggie Scrambled Eggs
16,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,11mg,Magnesium,Extreme Veggie Scrambled Eggs
17,https://www.allrecipes.com/recipe/24579/extreme-veggie-scrambled-eggs/,28mcg,Folate,Extreme Veggie Scrambled Eggs
0,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,26g,Total Fat,Cinnamon Pumpkin Waffles
1,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,7.0g,Saturated Fat,Cinnamon Pumpkin Waffles
2,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,65mg,Cholesterol,Cinnamon Pumpkin Waffles
3,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,711mg,Sodium,Cinnamon Pumpkin Waffles
4,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,436mg,Potassium,Cinnamon Pumpkin Waffles
5,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,53.9g,Total Carbohydrates,Cinnamon Pumpkin Waffles
6,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,7.6g,Dietary Fiber,Cinnamon Pumpkin Waffles
7,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,11.5g,Protein,Cinnamon Pumpkin Waffles
8,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,24g,Sugars,Cinnamon Pumpkin Waffles
9,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,5113IU,Vitamin A,Cinnamon Pumpkin Waffles
10,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,2mg,Vitamin C,Cinnamon Pumpkin Waffles
11,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,243mg,Calcium,Cinnamon Pumpkin Waffles
12,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,3mg,Iron,Cinnamon Pumpkin Waffles
13,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,0mg,Thiamin,Cinnamon Pumpkin Waffles
14,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,5mg,Niacin,Cinnamon Pumpkin Waffles
15,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,0mg,Vitamin B6,Cinnamon Pumpkin Waffles
16,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,93mg,Magnesium,Cinnamon Pumpkin Waffles
17,https://www.allrecipes.com/recipe/211361/cinnamon-pumpkin-waffles/,50mcg,Folate,Cinnamon Pumpkin Waffles
0,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,12.5g,Total Fat,Zucchini Cheddar Pancakes
1,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,6g,Saturated Fat,Zucchini Cheddar Pancakes
2,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,82mg,Cholesterol,Zucchini Cheddar Pancakes
3,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,397mg,Sodium,Zucchini Cheddar Pancakes
4,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,195mg,Potassium,Zucchini Cheddar Pancakes
5,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,15.4g,Total Carbohydrates,Zucchini Cheddar Pancakes
6,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,1.1g,Dietary Fiber,Zucchini Cheddar Pancakes
7,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,8.9g,Protein,Zucchini Cheddar Pancakes
8,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,2g,Sugars,Zucchini Cheddar Pancakes
9,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,353IU,Vitamin A,Zucchini Cheddar Pancakes
10,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,8mg,Vitamin C,Zucchini Cheddar Pancakes
11,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,184mg,Calcium,Zucchini Cheddar Pancakes
12,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,1mg,Iron,Zucchini Cheddar Pancakes
13,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,0mg,Thiamin,Zucchini Cheddar Pancakes
14,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,3mg,Niacin,Zucchini Cheddar Pancakes
15,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,0mg,Vitamin B6,Zucchini Cheddar Pancakes
16,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,16mg,Magnesium,Zucchini Cheddar Pancakes
17,https://www.allrecipes.com/recipe/223352/zucchini-cheddar-pancakes/,26mcg,Folate,Zucchini Cheddar Pancakes
0,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,9.4g,Total Fat,Green Monster Smoothie
1,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,2g,Saturated Fat,Green Monster Smoothie
2,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,7mg,Cholesterol,Green Monster Smoothie
3,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,335mg,Sodium,Green Monster Smoothie
4,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,1625mg,Potassium,Green Monster Smoothie
5,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,55.7g,Total Carbohydrates,Green Monster Smoothie
6,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,5.4g,Dietary Fiber,Green Monster Smoothie
7,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,23.6g,Protein,Green Monster Smoothie
8,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,36g,Sugars,Green Monster Smoothie
9,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,6210IU,Vitamin A,Green Monster Smoothie
10,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,31mg,Vitamin C,Green Monster Smoothie
11,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,677mg,Calcium,Green Monster Smoothie
12,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,3mg,Iron,Green Monster Smoothie
13,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,0mg,Thiamin,Green Monster Smoothie
14,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,5mg,Niacin,Green Monster Smoothie
15,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,1mg,Vitamin B6,Green Monster Smoothie
16,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,172mg,Magnesium,Green Monster Smoothie
17,https://www.allrecipes.com/recipe/222708/green-monster-smoothie/,193mcg,Folate,Green Monster Smoothie
0,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,8g,Total Fat,Overnight Raisin Oatmeal Pancakes
1,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,4.0g,Saturated Fat,Overnight Raisin Oatmeal Pancakes
2,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,57mg,Cholesterol,Overnight Raisin Oatmeal Pancakes
3,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,434mg,Sodium,Overnight Raisin Oatmeal Pancakes
4,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,212mg,Potassium,Overnight Raisin Oatmeal Pancakes
5,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,27.5g,Total Carbohydrates,Overnight Raisin Oatmeal Pancakes
6,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,2.3g,Dietary Fiber,Overnight Raisin Oatmeal Pancakes
7,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,6.5g,Protein,Overnight Raisin Oatmeal Pancakes
8,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,9g,Sugars,Overnight Raisin Oatmeal Pancakes
9,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,226IU,Vitamin A,Overnight Raisin Oatmeal Pancakes
10,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,1mg,Vitamin C,Overnight Raisin Oatmeal Pancakes
11,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,115mg,Calcium,Overnight Raisin Oatmeal Pancakes
12,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,1mg,Iron,Overnight Raisin Oatmeal Pancakes
13,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,0mg,Thiamin,Overnight Raisin Oatmeal Pancakes
14,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,2mg,Niacin,Overnight Raisin Oatmeal Pancakes
15,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,0mg,Vitamin B6,Overnight Raisin Oatmeal Pancakes
16,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,36mg,Magnesium,Overnight Raisin Oatmeal Pancakes
17,https://www.allrecipes.com/recipe/15027/overnight-raisin-oatmeal-pancakes/,27mcg,Folate,Overnight Raisin Oatmeal Pancakes
0,https://www.allrecipes.com/recipe/21019/grandpa-hubbards-oatmeal/,13g,Total Fat,Grandpa Hubbard's Oatmeal
1,https://www.allrecipes.com/recipe/21019/grandpa-hubbards-oatmeal/,4g,Saturated Fat,Grandpa Hubbard's Oatmeal
2,https://www.allrecipes.com/recipe/21019/grandpa-hubbards-oatmeal/,12mg,Cholesterol,Grandpa Hubbard's Oatmeal
3,https://www.allrecipes.com/recipe/21019/grandpa-hubbards-oatmeal/,90mg,Sodium,Grandpa Hubbard's Oatmeal
4,https://www.allrecipes.com/recipe/21019/grandpa-hubbards-oatmeal/,309mg,Potassium,Grandpa Hubbard's Oatmeal
5,https://www.allrecipes.com/recipe/21019/grandpa-hubbards-oatmeal/,52.7g,Total Carbohydrates,Grandpa Hubbard's Oatmeal
6,https://www.allrecipes.com/recipe/21019/grandpa-hubbards-oatmeal/,4.1g,Dietary Fiber,Grandpa Hubbard's Oatmeal
7,https://www.allrecipes.com/recipe/21019/grandpa-hubbards-oatmeal/,6.5g,Protein,Grandpa Hubbard's Oatmeal
